,10 Hz,20 Hz,40 Hz,100 Hz
%determinism_ML_EO,0.33716110201277083,0.16549920800172135,0.13086201854766352,0.3019045582016602
%determinism_AP_EC,0.09001493751713295,-0.0546945617117782,0.048787022368935756,0.07844112086721176
%determinism_AP_EO,0.33617093507887763,0.18159386403383085,0.3173764989615509,0.3672258363733229
RQA_entropy_ML_EC,-0.033900619964030626,-0.07385693520280007,-0.10968416453703608,-0.09027339784969135
RQA_entropy_ML_EO,0.3905940975967488,0.336787017234395,0.31552495155881,0.315774913073372
RQA_entropy_AP_EC,0.2068566880963193,0.16804455585253597,0.16876538224037635,0.20411041694627763
RQA_entropy_AP_EO,0.46962863078980494,0.40293700973630453,0.39507067722095973,0.43242217392512244
RQA_maxline_ML_EC,0.1929563080161325,0.19782325644361928,0.20158878282253778,0.20251485857032736
RQA_maxline_ML_EO,0.2082000122074386,0.05896084925014229,0.0023650233068294043,0.07457377891729361
RQA_maxline_AP_EC,0.22126603799002814,0.6311964389670331,0.6844397553574961,0.6876730448463142
RQA_maxline_AP_EO,-0.07444697244816856,0.09041003917171059,0.04913037066158898,0.072689426950455
RQA_trend_ML_EC,0.8792227677558535,0.882920241493978,0.8827853699273946,0.8819214764180793
RQA_trend_ML_EO,0.3965098710874802,0.37200360549691436,0.3709437006798544,0.36723043545045014
RQA_trend_AP_EC,0.6006215919366541,0.599673475050991,0.5981081241801288,0.5994981217260748
RQA_trend_AP_EO,0.07109917288810598,0.056473261666315284,0.05563357595794631,0.05524864777000051
RR_swayarea,0.4939967982638244,0.5123813781239542,0.5143087537431126,0.5147612659267138
VRI_swayarea,-0.4957751799547947,-0.49773837635263923,-0.500348567457291,-0.5002684338789556
RR_pathlength,0.9450909779137042,0.9372454923398026,0.9142993439480002,0.9125147167716381
VRI_rms_displacement_ML,0.024572717701442037,0.024237074688928977,0.024939562774904778,0.025320597393644305
VRI_rms_displacement_AP,-0.5580835416356896,-0.5602154872399107,-0.5596602732629795,-0.5593526427339595
VRI_pathlength,-0.8781973310934766,-0.9237908845985349,-0.9149850094866416,-0.9149426957796493
VRI_avg_displacement_ML,-0.28417489061538315,-0.2883894291954959,-0.2912474703218893,-0.29030205226303324
VRI_avg_displacement_AP,0.27638174945926935,-0.21463257045594517,0.08877807194394703,0.08975223131263048
